"","DMSO1","DMSO2","DMSO3","AMLE1","AMLE2","AMLE3"
"Defb14",0,0,0,0,3,0
"Defb15",0,0,0,0,0,0
"Defb18",0,0,0,0,0,0
"Defb19",0,0,0,0,0,0
"Defb2",0,0,0,0,0,0
"Defb20",0,0,0,0,1,0
"Defb21",0,0,0,0,0,0
"Defb22",0,0,0,0,0,0
"Defb23",0,0,0,0,0,0
"Defb25",0,2,0,0,2,0
"Defb26",0,0,0,0,0,0
"Defb28",0,0,1,0,0,0
"Defb29",0,0,0,0,0,0
"Defb3",0,0,0,0,0,0
"Defb30",0,0,0,0,0,0
"Defb33",1,0,1,0,0,0
"Defb34",0,0,0,0,0,0
"Defb35",0,0,0,0,0,0
"Defb36",0,0,0,0,0,0
"Defb37",0,0,0,0,0,0
"Defb38",0,0,0,0,0,0
"Defb39",0,0,0,0,0,0
"Defb4",0,0,0,0,0,0
"Defb40",0,0,0,0,3,0
"Defb41",0,0,0,0,0,0
"Defb42",2,1,1,0,1,0
"Defb43",0,0,0,0,0,0
"Defb44-ps",0,0,0,0,0,0
"Defb45",0,0,0,0,0,0
"Defb46",0,0,0,0,0,0
"Defb47",0,0,0,0,0,0
"Defb48",0,0,0,0,0,0
"Defb5",0,0,0,0,0,0
"Defb50",0,0,0,0,0,0
"Defb6",0,0,0,0,0,0
"Defb7",0,0,0,0,0,0
"Defb8",0,0,0,0,0,0
"Defb9",0,0,0,0,0,0
"Degs1",7833,7044,6660,4748,5638,5194
"Degs2",139,135,180,79,99,84
"Dek",4828,4031,4789,1970,2687,2490
"Dennd1a",1147,993,1075,877,1141,1021
"Dennd1b",1725,1472,1726,1339,1770,1302
"Dennd1c",3499,3066,2762,2486,3124,2366
"Dennd2a",853,677,946,328,304,522
"Dennd2c",91,92,114,84,98,76
"Dennd2d",527,503,477,358,410,319
"Dennd3",2655,2426,2118,3452,4636,3260
"Dennd4a",4462,4052,4024,4605,6742,5314
"Dennd4b",4822,4421,4494,4375,5654,4391
"Dennd4c",1426,1216,1463,863,1204,1197
"Dennd5a",6862,6053,6477,6839,9101,7738
"Dennd5b",20,15,22,28,27,23
"Dennd6a",909,860,946,884,1266,906
"Dennd6b",197,196,174,228,334,188
"Denr",2446,2171,2327,1550,2049,1633
"Depdc1a",300,248,300,41,51,60
"Depdc1b",601,495,521,120,137,120
"Depdc5",1306,1149,1345,1358,1952,1457
"Depdc7",438,429,541,544,801,660
"Deptor",1157,995,1388,586,758,912
"Dera",1004,928,982,731,962,741
"Derl1",3692,3293,3370,2714,3385,2826
"Derl2",1620,1402,1547,1329,1683,1402
"Derl3",19,17,31,6,14,5
"Des",0,0,0,0,0,0
"Desi1",943,836,873,620,855,568
"Desi2",983,910,1019,637,810,809
"Det1",411,366,312,309,373,286
"Dexi",527,578,630,537,691,610
"Dffa",1014,919,944,774,1077,789
"Dffb",447,448,401,358,464,329
"Dfna5",527,413,414,837,1078,600
"Dfnb59",6,8,4,9,13,0
"Dgat1",2435,2032,1527,1612,1972,1451
"Dgat2",1740,1480,1084,1107,1141,959
"Dgat2l6",0,0,0,0,0,0
"Dgcr14",885,775,771,700,1030,738
"Dgcr2",2323,2005,2116,1748,2220,1916
"Dgcr6",504,440,446,436,506,457
"Dgcr8",1287,1125,1171,765,957,763
"Dgka",3280,3324,2568,3732,5956,3165
"Dgkb",0,0,0,0,0,0
"Dgkd",3602,3082,2844,2601,3439,2482
"Dgke",371,356,400,308,476,330
"Dgkeos",1,0,0,0,2,1
"Dgkg",723,578,461,424,563,359
"Dgkh",141,110,99,77,122,98
"Dgki",5,2,3,2,6,4
"Dgkk",1,0,1,1,2,0
"Dgkq",743,743,702,615,899,660
"Dgkz",6278,5777,6004,4275,5108,4534
"Dguok",665,661,610,652,890,646
"Dhcr24",7146,6485,7174,5115,6252,6305
"Dhcr7",1084,891,1246,780,1046,1116
"Dhdds",2093,1834,1939,1380,1582,1395
"Dhdh",480,460,433,512,684,458
"Dhfr",581,482,565,112,149,128
"Dhh",0,0,1,1,5,0
"Dhodh",470,464,437,294,359,259
"Dhps",646,659,611,545,658,506
"Dhrs1",1764,1609,1816,1383,1740,1363
"Dhrs11",890,850,755,675,849,685
"Dhrs13",239,220,201,108,146,91
"Dhrs2",0,0,0,0,0,0
"Dhrs3",801,680,704,1032,1598,761
"Dhrs4",538,494,540,355,480,390
"Dhrs7",1766,1508,1263,1162,1193,1136
"Dhrs7b",323,315,365,274,308,286
"Dhrs7c",0,0,3,1,0,0
"Dhrs9",639,646,790,253,310,208
"Dhrsx",0,0,0,0,0,0
"Dhtkd1",6,8,6,3,8,5
"Dhx15",7133,6201,6234,4884,6641,4806
"Dhx16",2910,2667,2566,2202,2918,2110
"Dhx29",1550,1384,1330,1078,1487,1102
"Dhx30",2035,1798,1789,1644,2136,1573
"Dhx32",439,468,500,374,370,384
"Dhx33",1467,1324,1264,1189,1735,1184
"Dhx34",945,926,819,771,1081,761
"Dhx35",930,875,867,859,1156,792
"Dhx36",1779,1572,1595,1360,1846,1320
"Dhx37",1083,915,939,785,1064,738
"Dhx38",4656,4163,4127,3343,4156,3473
"Dhx40",809,631,785,552,671,528
"Dhx57",1450,1282,1337,1742,2426,1810
"Dhx58",717,565,622,846,990,807
"Dhx8",2130,1986,2022,1766,2271,1726
"Dhx9",8114,7121,7251,4780,6289,4569
"Diablo",1463,1337,1339,1331,1611,1282
"Diap1",12535,11359,11493,10754,14322,10726
"Diap2",5019,4155,3209,3056,3894,2943
"Diap3",622,531,694,216,324,236
"Dicer1",3000,2525,2655,2224,3138,2239
"Dido1",3290,2837,2923,2654,3507,2653
"Diexf",693,607,572,430,558,436
"Dimt1",347,346,306,222,239,194
"Dio1",1,1,0,1,2,2
"Dio2",82,69,35,33,41,17
"Dio3",0,0,0,0,0,0
"Dio3os",0,0,0,0,0,0
"Dip2a",1547,1382,1456,1399,1664,1572
"Dip2b",2929,2692,2759,3067,4769,3130
"Dip2c",1957,1596,1352,1536,1930,1154
"Diras1",1,0,1,0,1,0
"Diras2",138,166,165,263,482,315
"Dirc2",686,679,719,616,890,801
"Dis3",1085,917,828,447,577,364
"Dis3l",717,635,714,527,777,563
"Dis3l2",587,549,606,559,751,542
"Disc1",92,89,98,60,57,71
"Disp1",456,341,351,416,505,350
"Disp2",0,1,0,0,0,0
"Dixdc1",18,16,18,38,74,29
"Dkc1",2123,1809,1475,785,1071,582
"Dkk1",0,1,1,0,1,0
"Dkk2",7,4,6,3,2,2
"Dkk3",0,1,0,0,0,0
"Dkk4",0,1,0,0,0,0
"Dkkl1",9,6,13,13,14,8
"Dlat",1691,1575,1617,911,1203,997
"Dlc1",7,4,9,7,8,12
"Dld",3010,2768,2922,1960,2370,2039
"Dlec1",8,4,4,11,10,10
"Dleu2",242,240,164,133,172,142
"Dleu7",0,0,0,0,2,0
"Dlg1",2370,2259,2249,2078,2818,2079
"Dlg2",22,13,4,37,49,14
"Dlg3",38,57,35,72,136,69
"Dlg4",221,191,211,176,214,172
"Dlg5",8,11,8,29,53,22
"Dlgap1",0,2,1,3,3,1
"Dlgap2",0,0,0,1,0,0
"Dlgap3",31,30,24,70,114,82
"Dlgap4",2258,2243,2017,2351,3013,2393
"Dlgap5",1209,996,1151,309,427,362
"Dlk1",2,1,1,0,2,3
"Dlk2",1,8,6,2,6,2
"Dll1",18,15,34,9,16,32
"Dll3",2,10,2,4,5,2
"Dll4",0,3,1,9,12,3
"Dlst",6862,6132,6341,4586,5904,5073
"Dlx1",0,0,0,0,0,0
"Dlx1as",0,0,1,0,0,0
"Dlx2",0,0,0,0,0,0
"Dlx3",0,1,0,1,0,1
"Dlx4",0,0,0,1,0,1
"Dlx5",0,0,0,1,0,0
"Dlx6",0,0,0,0,0,0
"Dlx6os1",0,0,0,0,0,0
"Dlx6os2",0,0,0,0,0,0
"Dmap1",629,611,606,521,710,532
"Dmbt1",0,0,0,0,1,0
"Dmbx1",0,0,1,0,0,0
"Dmc1",8,13,10,5,5,3
"Dmd",13,6,11,11,19,18
"Dmgdh",0,0,1,0,0,0
"Dmkn",32,30,28,9,12,9
"Dmp1",0,0,0,0,0,0
"Dmpk",268,295,288,57,83,42
"Dmr",0,0,0,0,0,0
"Dmrt1",0,0,0,0,0,0
"Dmrt2",0,0,0,1,0,1
"Dmrt3",0,0,0,0,0,0
"Dmrta1",0,0,0,0,0,0
"Dmrta2",186,176,124,130,230,96
"Dmrtb1",1,0,0,0,1,0
"Dmrtc1a",0,0,0,0,0,0
"Dmrtc1b",0,0,0,0,0,0
"Dmrtc1c1",0,0,0,0,0,0
"Dmrtc1c2",0,0,0,0,0,0
"Dmrtc2",0,0,0,0,1,0
"Dmtf1",1739,1564,1464,1679,2191,1592
"Dmtn",72,68,33,114,173,82
"Dmwd",332,319,367,163,213,137
"Dmxl1",1512,1238,1261,1362,1866,1441
"Dmxl2",9983,8004,7100,8760,10431,10413
"Dna2",3712,3103,3794,1265,1336,1725
"Dnaaf1",1,2,0,3,2,1
"Dnaaf2",303,299,299,157,236,199
"Dnaaf3",738,735,899,915,1205,1015
"Dnaaf5",488,525,449,364,463,411
"Dnah1",10,2,5,6,4,4
"Dnah10",6,9,4,16,18,9
"Dnah11",1,0,1,0,4,1
"Dnah17",132,146,116,107,125,90
"Dnah2",239,187,282,421,632,564
"Dnah5",0,0,0,0,0,0
"Dnah6",4,7,9,9,14,9
"Dnah7a",0,1,0,1,1,1
"Dnah7b",0,0,0,0,0,0
"Dnah8",144,121,109,91,173,64
"Dnah9",13,8,3,8,12,5
"Dnaic1",0,1,2,1,1,3
"Dnaic2",2,0,0,0,1,1
"Dnaja1",2905,2619,2527,2189,3070,1977
"Dnaja2",4451,4091,3954,3558,4397,3308
"Dnaja3",1364,1197,1292,948,1108,883
"Dnaja4",63,52,64,97,155,79
